,Unnamed: 0,Name,language,genra,chapters,type,status,authors,published,score,views
1020,1020,Angel Sanctuary,EN/FR,"Fantasy,Romance,Shoujo",Vol 20,Manga,Finished,"Yuki,Kaori","Feb1,1995toFeb1,2001",7.93,1531
1021,1021,Angel Shop,EN,Shoujo,Chap 6.4,Manhwa,Finished,"Sook,JiHwang(Story&Art),Hwang,SookJi","Jan1,2003toJan1,2005",6.93,63
1022,1022,Angel Voice,EN/FR,"Drama,School,Shounen",Chap 356.5,Manga,Finished,"Koyano,Takao(Story&Art)","Apr19,2007toSep18,2014",7.21,876
1023,1023,Angel Wars,EN/JA,"Drama,Romance,Shoujo",Chap 16,Manga,Finished,"Ueda,Miwa","Jan1,1994to?",6.83,85
1024,1024,Angel's Doubt,EN,"Fantasy,Historical,Shoujo",Chap 11,Manga,Finished,Aki(Story&Art),"May28,2008toJan1,2012",7.6,129
1025,1025,Angel's Drop,EN/JA,"Comedy,Ecchi,School",Chap 17,Manga,Finished,"Nakajima,Chizuna","Aug24,2011toDec25,2013",,485
1026,1026,Angel's Hill,EN,"Fantasy,Shoujo",Chap 7,Manga,Finished,"Tezuka,Osamu","Jan1,1960toDec1,1961",6.4,144
1027,1027,Angel+Blood,EN,"Action,Fantasy,Shoujo",Chap 10,Manga,Finished,"Abeno,Chaco","Oct24,2012toSep24,2013",6.63,169
1028,1028,Angel/Dust,EN,"Fantasy,ShoujoAi",Chap 10,Manga,Finished,"Nanase,Aoi","Apr10,2000toDec9,2000",6.4,142
1029,1029,Angel/Dust Neo,EN,"Fantasy,ShoujoAi",Chap 9,Manga,Finished,"Nanase,Aoi","Jul10,2002toMay10,2003",6.22,54
1030,1030,Angelic Layer,EN/JA,"Action,Comedy,Drama",Chap 26.5,Manga,Finished,CLAMP,"Dec26,1998toSep26,2001",7.12,460
1031,1031,Angelic Syndrome,FR,"Fantasy,Mystery,Seinen",Chap 13,Manga,Finished,"Sawai,Mugi(Art),Hanabusa,Yozora(Story)","Jul4,2019toSep4,2020",,92
1032,1032,Angels of Death,EN/JA,"Josei,Thriller",Chap 54,Manga,Publishing,"Sanada,Makoto(Story),Nazuka,Kudan(Art)","Oct15,2015toSep15,2020",7.64,25144
1033,1033,Angolmois: Record Of The Mongol Invasion Of Japan,EN/JA,"Action,Drama,Historical",Chap 40,Manga,Finished,"Takagi,Nanahiko(Story&Art)","Feb26,2013toAug25,2018",7.13,2783
1034,1034,Ani-Imo,EN/JA,"GenderBender,Romance,Shoujo",Chap 19,Manga,Finished,"Kurumatani,Haruko","Feb28,2012toOct28,2014",6.65,1420
1035,1035,Anima Cal Livs,EN/JA,"Action,Ecchi,Seinen",Chap 23,Manga,Finished,"Park,Sung-Woo","Nov19,2008to?",6.95,851
1036,1036,"Anima, a Lover of Living Things, Has Just a Little Bit of Venom in Her",JA,"Comedy,Romance,Shounen",Chap 13,Manga,Publishing,,?,,344
1037,1037,Animal Jungle,EN,"Comedy,Romance,Shoujo",Chap 5,Manga,Finished,"Shiiba,Nana","Nov26,2007to?",7.41,156
1038,1038,Animal Land,JA,"Action,Adventure,Comedy",Chap 52.5,Manga,Finished,"Raiku,Makoto","Sep9,2009toFeb8,2014",7.84,687
1039,1039,Animal Sense,EN/JA,"Shounen,Supernatural",Chap 13,Manga,Finished,"Maekawa,Takeshi","Jan1,2005to?",7.21,127
1040,1040,Animal X: Aragami No Ichizoku,EN,"Action,Adventure,Drama",Chap 13,Manga,Finished,"Sugimoto,Ami","Jan1,1991toJan1,1993",7.0,209
1041,1041,Animal X: Daichi No Okite,EN,"Action,Adventure,Drama",Vol 2,Manga,Finished,"Sugimoto,Ami",?,7.12,101
1042,1042,Animal X: Genshi Sairai,EN,"Action,Adventure,Drama",Chap 24,Manga,Finished,"Sugimoto,Ami",?,7.17,181
1043,1043,Animal Yokochou,JA,"Comedy,Fantasy,Shoujo",Chap 289,Manga,Publishing,"Maekawa,Ryo(Story&Art)","Jan1,2000to?",,345
1044,1044,Animaru Sentai Unlimited,EN,"Action,Comedy,Shoujo",Chap 2,Manga,Publishing,"Mitsu,Nanae",?,,56
1045,1045,Anime Tenchou,EN/JA,"Action,Comedy,Josei",Chap 68.5,Manga,Finished,"Shimamoto,Kazuhiko","Dec1,2003toSep1,2007",,404
1046,1046,Anitsuu!,EN,"ShounenAi,SliceofLife",Chap 4,Manga,Finished,"Muneyama,Yoshimi","Sep1,2012toDec1,2012",6.71,542
1047,1047,Aniyome-san no Sewa wo Yaku,EN/JA,"Comedy,Ecchi",Chap 16,Manga,Publishing,"Etou,Makoto(Story&Art)","May18,2021to?",,11459
1048,1048,ANKOKU Delta,EN/JA,"Action,Fantasy,Shounen",Chap 21,Manga,Publishing,s:ShounenJump+,"Mar11,2024to?",,2916
1049,1049,Ankoku Shinwa,EN,"Horror,Mystery,Psychological",Chap 7,Manga,Finished,"Morohoshi,Daijirou","May4,1976toJun8,1976",6.02,127
1050,1050,Ankosan of the Deep-sea Fish,EN/JA,"Comedy,Fantasy,SliceofLife",Chap 27,Manga,Finished,Inuinu(Story&Art),"Nov21,2012toAug12,2015",7.09,305
1051,1051,Ann Cassandra,EN/JA,"Action,Shounen,Supernatural",Chap 8,Manga,Finished,"Hifumishi,Gorou(Story),Amazi,Gumi","Apr4,2008toNov4,2008",7.3,73
1052,1052,Annarasumanara,EN,"Drama,Mystery,Psychological",Chap 27,Manhwa,Finished,"Ha,Il-Kwon(Story&Art)","Jul2,2010toDec31,2010",8.39,4283
1053,1053,Anne Freaks,EN/JA,"Horror,Mystery,Psychological",Chap 24,Manga,Finished,"Kotegawa,Yua","Sep1,2000toOct1,2002",6.72,387
1054,1054,Anne Happy: Unhappy Go Lucky!,EN/JA,"Comedy,School,SliceofLife",Chap 69,Manga,Publishing,Cotoji(Story&Art),"Dec24,2012toNov24,2018",7.24,927
1055,1055,Anne No Aijou,EN,"Drama,Historical,Romance",Chap 6,Manga,Finished,"Igarashi,Yumiko,Montgomery,LucyMaud","Jan1,1998to?",7.13,122
1056,1056,"Anne of Avonlea, Anne's Youth",EN,"Drama,Historical,Romance",Chap 6,Manga,Finished,"Igarashi,Yumiko,Montgomery,LucyMaud","Jan1,1998to?",7.3,92
1057,1057,Anne of Green Gables,EN,"Drama,Historical,Shoujo",Chap 18,Manga,Finished,"Montgomery,LucyMaud(Story),Igarashi,Yumiko","Jan1,1997to?",7.37,338
1058,1058,Anne the Lover,EN,"Comedy,Drama,Romance",Chap 2,Manhwa,Finished,Wann,?,,98
1059,1059,Annie Green Hates Girls,EN,Romance,Chap 54,Manhwa,Publishing,,?,,499
1060,1060,"Ano Hana Ga Saku Oka De, Kimi To Mata Deaetara.",JA,"Drama,Romance,Shounen",Chap 4,Manga,Publishing,,?,,504
1061,1061,Ano Ko ga Naita,JA,"Romance,Shoujo",Vol 4,Manga,Finished,s:BessatsuMargaretSister,?,,229
1062,1062,Ano Ko No Ie,EN/JA,"Seinen,SliceofLife",Chap 5,Manga,Publishing,"Kumazawa,Mikiko(Story&Art)","May18,2013toSep18,2013",6.79,72
1063,1063,Ano ko wa Shoujo no Furi wo shite,JA,Shounen,Chap 8.5,Manga,Publishing,,?,,142
1064,1064,Ano Koi no Tsudzuki,EN/JA,Yaoi,Chap 4,Manga,Finished,"Kitazawa,Jinko,Yamada,Fumika","Jan9,2010toJul9,2010",7.04,533
1065,1065,Ano Koro Ni Aitai,EN,"Romance,SliceofLife",Chap 13,Manga,Finished,"Kouno,Yuuko(Story&Art)","Jan1,1987to?",,36
1066,1066,"Ano Koro, Watashitachi wa Mahoutsukai deshita.",JA,"Drama,Fantasy,Shounen",Chap 13.5,Manga,Publishing,,?,,66
1067,1067,Anonymous,EN,"Action,Shoujo",Chap 6,Manga,Finished,"Imamura,Youko","May1,2008to?",6.36,62
1068,1068,Anonymous Noise,EN,"Drama,Music,Romance",Chap 48,Manga,Finished,"Fukuyama,Ryoco","Apr20,2013toJan19,2019",7.59,2143
1069,1069,Anorexia - Shikabane Hanako Wa Kyoshokushou,EN,"Drama,Ecchi,Horror",Chap 9,Manga,Finished,"nini,Akira","Sep10,2011toJan25,2013",6.21,912
1070,1070,Another,EN/FR,"Drama,Horror,Mystery",Chap 20,Manga,Publishing,"Kiyohara,Hiro,Ayatsuji,Yukito","Apr3,2010toDec3,2011",7.69,7792
1071,1071,Another Blue Lock: Episode Omotesando,EN,"Action,Sports",Chap 0,One-shot,Finished,,?,,5723
1072,1072,Another Frontier Online Seisankei: Skill wo Kiwametara Cheat na NPC wo Yatoeru You ni Narimashita,JA,"Action,Comedy,Fantasy",Chap 37,Manga,Publishing,,?,,505
1073,1073,Another Kingdom,EN,"Romance,Shoujo,Supernatural",Chap 8,Manga,Finished,"Fujita,Maki","Jan6,2005toSep6,2007",6.9,61
1074,1074,Another Love,EN,Romance,Chap 56,Manhwa,Publishing,,?,,1782
1075,1075,Another Secret,EN,"Drama,Mystery,School",Chap 74.5,Manhwa,Finished,,?,,3685
1076,1076,Another Story of I Became the Sword by Transmigrating,EN/JA,"Adventure,Fantasy",Chap 32.5,Manga,Publishing,"Inoue,Hinako","Jun1,2020to?",,2681
1077,1077,Another Vanguard: Star Road Asuka,EN/JA,"Action,Game,Shounen",Chap 9,Manga,Publishing,"Mitsukoshi,Haruha(Story&Art)","May8,2017to?",,173
1078,1078,"Another world harem using the cheat skill ""dominance""!",EN,"Action,Adventure,Comedy",Chap 1,Manga,Publishing,,?,,5898
1079,1079,Another World Hero Mizuki,EN,"Action,Adventure,Comedy",Chap 86,Manga,Finished,,?,,995
1080,1080,Another world in japan,EN,"Action,Adventure,Drama",Chap 31,Manga,Publishing,,?,,3275
1081,1081,Another World in Japan,EN/JA,"Action,Adventure,Drama",Chap 40,Manga,Publishing,,?,,2936
1082,1082,Another World Metaller,EN/JA,"Action,Comedy,Fantasy",Chap 9,Manga,Publishing,,?,,393
1083,1083,Another World Nation Archimaira,EN/JA,"Action,Adventure,Fantasy",Chap 12,Manga,Publishing,,?,,3808
1084,1084,Another World Sniper Is Female Warrior's Mof-moffy Pet,EN,"Action,Adventure,Comedy",Chap 12,Manga,Publishing,"Mitsunaga,Yasunori,Inomaru","Nov15,2019to?",,4917
1085,1085,Another World Where I Can’T Even Collapse And Die,EN/JA,"Comedy,Fantasy,Romance",Chap 12,Manga,Publishing,"Matsui,Tommy(Art),Natsuno,Yoruko(Story)","Jun5,2020to?",6.75,1986
1086,1086,Another World’s Health Method with Two Months Left to Live,EN,"Adventure,Comedy,Fantasy",Chap 14,Manga,Publishing,,?,,2751
1087,1087,"Answer Me, My Prince",EN,"Comedy,Drama,Fantasy",Chap 12,Manhwa,Publishing,,?,,280
1088,1088,ANT,EN,"Horror,Supernatural",Chap 5,Manhwa,Finished,,?,,216
1089,1089,Anti-Chocolate,EN,"Romance,Shoujo",Chap 4.5,Manga,Finished,"Washio,Mie","Jan1,2005to?",6.92,97
1090,1090,Anti-Gravity Boy,EN/JA,"Action,Adventure,Comedy",Chap 13.2,Manga,Finished,"Azuki,Ryou(Story&Art)","Jan1,2002to?",7.6,179
1091,1091,Anti-Monster Force,EN,"Action,Comedy,Fantasy",Chap 51,Manhwa,Publishing,,?,,732
1092,1092,Antidote (Wu Zhe),EN,"Drama,ShounenAi",Chap 81,Manhua,Publishing,,?,,968
1093,1093,Antimagia,EN/JA,"Action,Fantasy,Shoujo",Chap 10,Manga,Finished,"Aiya,Kyu","Jun15,2011toMar15,2012",6.7,461
1094,1094,Antique Romance,EN,"Drama,Historical,Romance",Chap 27.5,Manhwa,Finished,"Kimi,Mi-jung(Story&Art)","Jan1,2006to?",7.44,263
1095,1095,AntiSTALKER,EN,Romance,Chap 94,Manhwa,Publishing,,?,,2181
1096,1096,Anything for You,EN,Mystery,Chap 15,Manhwa,Publishing,,?,,434
1097,1097,"Anyway, I Will Fall in Love with You",EN/JA,"Drama,Romance,School",Chap 12,Manga,Publishing,"Mitsui,Haruka","Nov2,2020to?",,2190
1098,1098,"Anyway, I'm Falling in Love With You",EN/JA,"Drama,Harem,Romance",Chap 20,Manga,Publishing,"s:kodansha,Nakayoshi",?,,4424
1099,1099,Ao Ashi,EN/FR/JA,"School,Seinen,Sports",Chap 381,Manga,Publishing,"Kobayashi,Yuugo(Story&Art),Ueno,Naohiko(Story)","Jan5,2015to?",7.97,920454
1100,1100,Ao Ashi Brotherfoot,EN,"Drama,School,Sports",Chap 8,Manga,Finished,,?,,18422
1101,1101,Ao Haru Ride,EN/JA,"Comedy,Drama,Romance",Chap 49.5,Manga,Finished,"Sakisaka,Io(Story&Art)","Jan13,2011toFeb13,2015",8.19,170403
1102,1102,Ao no Eins,EN,Sports,Chap 30,Manga,Finished,"Nakamura,Takatoshi","Apr7,2019toFeb7,2021",,2178
1103,1103,Ao's Island and One Cat,EN/JA,"Romance,Seinen,SliceofLife",Chap 30,Manga,Publishing,"Kobayashi,Toshihiko","Jul17,2018to?",,628
1104,1104,Ao's Too Horny to Study: Adult Arc,EN/JA,"Comedy,Ecchi,Romance",Chap 16,Manga,Finished,"Kawahara,Ren","Jan17,2019toApr17,2020",,9412
1105,1105,Ao-chan Can't Study!,EN/JA,"Comedy,Ecchi,Romance",Chap 35.5,Manga,Finished,"Kawahara,Ren","Oct17,2015toDec17,2018",7.11,16377
1106,1106,Aoba-kun's Confessions,EN/JA,"Romance,Shoujo",Chap 32.5,Manga,Finished,"Tooyama,Ema","Nov2,2015toJun1,2018",6.93,1429
1107,1107,Aoharu Jisshuuchuu,EN/JA,"Romance,Shoujo",Chap 1,Manga,Publishing,s:Sho-Comi,?,,290
1108,1108,Aoharu x Machine Gun,JA/EN,"Action,Comedy,Shounen",Chap 52,Manga,Finished,NAOE,"Jul28,2011to?",7.35,1233
1109,1109,Aoharujima – Boku no Inochi wo Seishun ni Sasagu,JA,"Drama,Shounen",Chap 6,Manga,Publishing,,?,,82
1110,1110,Aoi Destruction!,EN,"Comedy,MartialArts,Shounen",Chap 6.5,Manga,Finished,"Inoue,Kazurou","Apr1,2007toJan1,2007",6.92,59
1111,1111,Aoi Kizu to Doku no Ringo to,EN,Yaoi,Chap 6,Manga,Finished,"Kuju,Siam","May24,2010to?",6.41,1340
1112,1112,Aoi Shiro - Kaeishou,EN/JA,"Drama,Mystery,Shounen",Chap 12,Manga,Finished,"Fumotogawa,Tomoyuki,Katase,Yuu","Jul1,2007toSep1,2008",6.24,946
1113,1113,Aoi Tori No Shinwa,EN,"Shounen,Sports",Chap 2,Manga,Finished,"Kurumada,Masami","Jan1,1991toJan1,1992",6.12,47
1114,1114,Aoi Uroko To Suna No Machi,EN/FR/JA,"Josei,Mystery,Psychological",Chap 11,Manga,Publishing,"Komori,Youko(Story&Art)","Mar15,2013toJan15,2014",7.27,156
1115,1115,Aoishiro - Waltz of the Blue Castle,EN,"School,ShoujoAi,Yuri",Chap 4,Manga,Finished,"Fumotogawa,Tomoyuki(Story),Edoya,Pochi","Apr18,2008to?",6.42,712
1116,1116,Aosora,EN,"Drama,Shounen,SliceofLife",One-Shot,One-shot,Finished,"Raiku,Makoto","Jan1,2009to?",6.76,203
1117,1117,Aozakura: The Story of National Defence Academy,EN,"Drama,School,Shounen",Chap 4,Manga,Publishing,"Nikaidou,Hikaru","Apr27,2016to?",,106
1118,1118,"Aozora, Kami Hikoki",EN,"Comedy,Drama,Romance",Chap 1,Manga,Finished,"Mizukami,Wataru","Mar1,1996toMar18,2002",6.58,40
1119,1119,Apex Gamer Returns,EN,"Action,Adventure,Fantasy",Chap 6,Manhua,Publishing,,?,,1267
1120,1120,Aphorism,EN/FR/JA,"Action,Fantasy,Horror",Chap 81.5,Manga,Publishing,"Kujo,Karuna(Story&Art)","May18,2010toJan28,2016",7.31,952
1121,1121,Aphrodite IX,EN,Sci-Fi,Chap 33,Manhwa,Finished,,?,,357
1122,1122,Apocalypse,EN,"Game,ShoujoAi",Chap 3,Manga,Finished,"Kurata,Uso","Jun18,2009toDec18,2009",6.64,105
1123,1123,Apocalypse Live,EN,"Drama,Horror,Mystery",Chap 6,Manhwa,Publishing,,?,,823
1124,1124,Apocalypse Meow,EN/JA,"Drama,Historical,Military",Chap 17.5,Manga,Finished,"Kobayashi,Motofumi(Story&Art)","Dec1,1996toDec1,2001",7.18,2217
1125,1125,Apocalypse Zero,EN/JA,"Action,Sci-Fi,Shounen",Chap 100.5,Manga,Finished,"Yamaguchi,Takayuki","Feb24,1994toMar28,1996",6.81,2667
1126,1126,Apocalyptic Chef Awakening,EN,"Action,Adventure,Drama",Chap 36,Manhwa,Publishing,,?,,4450
1127,1127,Apocalyptic Forecast,EN,"Action,Fantasy,Shounen",Chap 78,Manhua,Publishing,,?,,4352
1128,1128,Apocalyptic Horseplay,EN,Supernatural,Chap 167.4,Manhwa,Finished,,?,,61
1129,1129,Apocalyptic Organs,EN/JA,"Action,Adventure,Sci-Fi",Chap 41.2,Manga,Publishing,"Tetta,Enji,Senga,Fumitaka","Jul17,2018toOct15,2019",,1368
1130,1130,Apocalyptic Super System,EN,"Action,Fantasy,MartialArts",Chap 342,Manhua,Publishing,,?,,12791
1131,1131,Apocalyptic Thief,EN,"Action,Fantasy",Chap 111,Manhua,Publishing,,?,,6838
1132,1132,Apocripha/0,EN,"Fantasy,Shounen,ShounenAi",Chap 11,Manga,Finished,"Yuuki,Azusa","Jun18,2001toJan17,2004",,64
1133,1133,Apocrypha Getter Robo Darkness,JA,"Mecha,Seinen",Chap 25,Manga,Finished,"Nagai,Go,Nishikawa,Hideaki","Jun5,2009toJan6,2012",,371
1134,1134,Apollo’s Heart,EN,"Drama,Mystery,Psychological",Chap 3,Manhwa,Publishing,,?,,640
1135,1135,Aposimz,EN/FR/JA,"Action,Adventure,Sci-Fi",Chap 54,Manga,Publishing,"Nihei,Tsutomu","Feb25,2017to?",7.28,13476
1136,1136,Apothecarius Argentum,EN/JA,"Romance,Shoujo",Chap 39,Manga,Finished,"Yamashita,Tomomi(Story&Art)","May2,2005toOct16,2009",7.37,209
1137,1137,Apotheosis – Ascension to Godhood,EN,"Action,Fantasy,Harem",Chap 1227,Manhua,Publishing,,?,,138122
1138,1138,Appare Jipangu!,EN,"Adventure,Comedy,Drama",Chap 10,Manga,Finished,"Watase,Yuu","Jan1,1998toJan1,2003",6.92,98
1139,1139,Apparently My Bride Is a Female Knight,EN/JA,"Comedy,Ecchi,Harem",Chap 29,Manga,Publishing,"Nori,Gorou(Story&Art)","Oct5,2019to?",6.47,9684
1140,1140,"Apparently, Disillusioned Adventurers Will Save the World",EN,"Action,Adventure,Comedy",Chap 22,Manga,Publishing,,?,,1286
1141,1141,Applause,EN,"Drama,School,Shoujo",Chap 2,Manga,Finished,"Ariyoshi,Kyouko","Jan1,1992to?",,157
1142,1142,Apple Children of Aeon,EN/JA,Josei,Chap 11.2,Manga,Finished,"Tanaka,Ai","Dec22,2011toFeb7,2014",,255
1143,1143,Appleseed,EN,Sci-Fi,Chap 25,Manga,Finished,"Shirow,Masamune","Feb15,1985toMar15,1989",7.44,3265
1144,1144,Appleseed Alpha,EN/JA,"Action,Mecha,Military",Chap 15,Manga,Finished,"Kuroda,Iou","Jul22,2014toDec22,2015",,555
1145,1145,Appleseed Databook,EN,"Action,Mecha,Sci-Fi",Chap 14,Manga,Finished,"Shirow,Masamune","Jan1,1990to?",7.16,194
1146,1146,Appleseed: Hypernotes,EN,"Action,Mecha,Sci-Fi",Vol 1,Manga,Finished,"Shirow,Masamune","Apr24,1992toDec12,1992",7.0,264
1147,1147,Appraisers level up through video distribution,EN,"Action,Drama,Fantasy",Chap 17,Manga,Publishing,,?,,2671
1148,1148,Approximate,EN,"Drama,Romance",Chap 21,Manhua,Publishing,,?,,128
1149,1149,April 4th,EN,Yaoi,Chap 5.5,Manga,Finished,"Itsuki,Kaname","Jan1,2006to?",6.87,356
1150,1150,April Flowers,EN,Fantasy,Chap 38,Manhwa,Finished,,?,,58
1151,1151,April Fool,EN,"Drama,ShounenAi",One-Shot,One-shot,Finished,"Asato,Eiri(Story&Art)","Jan1,2000to?",5.87,158
1152,1152,Aqua,JA,"Comedy,Drama,Sci-Fi",Chap 10,Manga,Finished,"Amano,Kozue","Jan27,2001toSep28,2001",7.98,348
1153,1153,Aqua Knight,EN,"Action,Adventure,Comedy",Vol 3,Manga,Finished,"Kishiro,Yukito","Jan1,1998toAug19,2000",6.65,433
1154,1154,Aquadom,EN,"Action,Adventure,Fantasy",Chap 15,Manga,Finished,"Mamahara,Ellie","Jan1,1997toJan1,1998",6.38,118
1155,1155,Aquamarine,EN,"Comedy,Romance,Shoujo",Chap 1,Manhwa,Finished,"Ha,Sung-Hyun","Jan1,2008toJan1,2009",,37
1156,1156,Ar Tonelico Ii,EN,"Adventure,Fantasy,Magic",Chap 13,Manga,Finished,"Aya,Megumu","Jun1,2007toJun1,2008",6.84,114
1157,1157,Ar Tonelico: Arpeggio,EN/JA,"Action,Adventure,Drama",Chap 12,Manga,Finished,"Aya,Megumu","Sep30,2005toAug30,2006",6.69,125
1158,1158,AR: Forgotten summer,EN,"Romance,SliceofLife",Chap 3,Manga,Finished,"Konata,Hyuura","Mar25,2006toJul24,2006",6.15,36
1159,1159,Arabian de Naito!?,EN,"Drama,Yaoi",Chap 6.5,Manga,Finished,"Nanase,Kai(Story&Art)","Jan1,2001to?",6.65,631
1160,1160,Arachnid,EN/FR/JA,"Action,Drama,Shounen",Chap 70,Manga,Finished,"Ifuji,Shinsen(Art),Murata,Shinya","Nov21,2009toDec22,2015",7.08,2990
1161,1161,"Arafoo Eigyou Man, Isekai ni Tatsu! ~Megami Power de Jinsei Nidome no Nariagari",JA,"Comedy,Fantasy",Chap 24,Manga,Publishing,,?,,893
1162,1162,Arago,EN/JA,"Action,Mystery,Shounen",Chap 85,Manga,Publishing,"Arai,Takahiro","Dec22,2009toSep21,2011",7.47,746
1163,1163,ARAIDOKI,EN/JA,"Comedy,School,Supernatural",Chap 33,Manga,Finished,"Hashimoto,Yuusuke(Story&Art)","Dec8,2013toJul20,2014",6.56,78
1164,1164,Arakawa Under the Bridge,EN,"Comedy,Romance,Seinen",Chap 400.3,Manga,Finished,"Nakamura,Hikaru","Dec3,2004toJul3,2015",7.87,3900
1165,1165,Araki Won't Be Tamed,EN,"Comedy,Romance,Shoujo",Chap 8,Manga,Publishing,Kapparappara(Story&Art),"Feb22,2020to?",,1012
1166,1166,Arakusa Ninpouchou,EN,"Ecchi,Historical",Chap 30,Manga,Publishing,Haruki,"Nov29,2018to?",,21456
1167,1167,Araragi Express,EN,"Action,Drama,Seinen",Chap 32,Manga,Finished,"Kawaguchi,Kaiji","Jan1,1997toJan1,1998",6.54,93
1168,1168,"Arasa Dakedo, Hatsukoi Desu.",FR,"Comedy,Romance",Chap 16,Manga,Publishing,,?,,171
1169,1169,Arasa Quest,EN/JA,"Comedy,Fantasy,Seinen",Chap 25,Manga,Publishing,"Amano,Shiro","Feb28,2017to?",6.48,213
1170,1170,Arasaa No Ore Wa Bessekaisen Ni Gyakkou Saisei Shitarashi,JA,"Comedy,Romance,SliceofLife",Chap 32,Manga,Publishing,,?,,866
1171,1171,Arashi no Hana Murakumo no Uta,JA,"Action,Drama,Fantasy",Vol 8,Manga,Finished,"Saiki,Keita","Mar19,2008toMay19,2017",,194
1172,1172,Arashi-kun's Dakimakura,EN,"Romance,Shoujo,SliceofLife",Chap 10,Manga,Publishing,"Watanabe,Ayu","Mar13,2020to?",7.07,1541
1173,1173,Arata Natsume Getting Married,EN/JA,"Drama,Mystery,Psychological",Chap 106,Manga,Publishing,"Nogizaka,Tarou","Jun28,2019to?",,6620
1174,1174,Arata No Tsukumogami,EN,"Action,Shounen,Supernatural",One-Shot,One-shot,Finished,"Katayama,Yousuke(Story&Art)","Mar29,2010to?",6.33,70
1175,1175,Arata Primal: The New Primitive,EN,"Action,Adventure,Drama",Chap 35,Manga,Finished,"Oikawa,Daisuke(Story),Murase,Katsutoshi","Feb8,2019toNov8,2019",6.16,455
1176,1176,Arata: The Legend,EN/FR/JA,"Action,Adventure,Comedy",Chap 237,Manga,Publishing,"Watase,Yuu","Oct1,2008to?",7.38,1585
1177,1177,Arcana,EN,"Comedy,Horror,Mystery",Chap 13.5,Manga,Finished,"Kotegawa,Yua","Jan1,2000toJan1,2001",7.21,156
1178,1178,Arcana,EN,Fantasy,Chap 23,Manhwa,Finished,"Lee,SoYoung","Jan1,2003to?",6.93,71
1179,1179,Arcana Famiglia - Amore Mangiare Cantare!,EN,"Action,Comedy,Harem",Chap 11,Manga,Finished,"HuneX(Story),RURU","Oct22,2011toApr22,2014",6.82,364
1180,1180,Arcana Fantasy,EN,"Action,Adventure,Fantasy",Chap 29,Manhwa,Finished,,?,,1556
1181,1181,Arcane Sniper,EN,"Action,Adventure,Comedy",Chap 164,Manhwa,Publishing,,?,,36218
1182,1182,Arch Villain,EN,,Chap 28,Manhua,Publishing,,?,,509
1183,1183,Archenemy and Hero,EN/JA,"Adventure,Comedy,Demons",Chap 61,Manga,Finished,"Touno,Mamare,Asami,You","Jun24,2011toNov11,2016",7.58,3362
1184,1184,Archie Comics: Big Ethel Energy,EN,Drama,Chap 79,Manhwa,Publishing,,?,,270
1185,1185,Archist of Tinplate,JA,"Shounen,Sports",Chap 125,Manga,Publishing,"Hosokawa,Masami","Sep12,2013toJun2,2016",,1070
1186,1186,Archmage Streamer,EN,"Action,Adventure,Drama",Chap 108,Manhwa,Publishing,,?,,37031
1187,1187,Archmage Transcending Through Regression,EN,"Action,Drama,Fantasy",Chap 114,Manhwa,Publishing,,?,,56563
1188,1188,Are You Alice?,EN/FR,"Action,Adventure,Fantasy",Chap 71,Manga,Finished,"Katagiri,Ikumi(Art),Ninomiya,Ai(Story)","May28,2009toJun27,2015",7.51,968
1189,1189,Are You Alive Honda-kun?,EN/JA,"Comedy,Romance,Shounen",Chap 27,Manga,Finished,"Tonogai,Yoshiki","Jul12,2016toFeb10,2018",6.36,856
1190,1190,Are You Gonna Come?,EN/JA,"Comedy,Ecchi,Seinen",Chap 53.5,Manga,Publishing,"Igarashi,Yui(Story&Art)","Aug18,2018to?",6.73,19674
1191,1191,Are You Lost?,EN/JA,"Comedy,Seinen",Chap 128,Manga,Finished,"Sagara,Riri(Art),Okamoto,Kentarou(Story)","Jan7,2017to?",7.25,6304
1192,1192,Are You Ready for Everyone?,EN,"Action,School,Sports",Chap 13,Manga,Finished,"Tamaru,Tokihiko","Oct7,2016toMay11,2018",,182
1193,1193,Are You Really Getting Married?,EN/JA,"Romance,Seinen,SliceofLife",Chap 110.5,Manga,Finished,"Wakaki,Tamiki","Mar16,2020to?",7.33,37805
1194,1194,Area 88,EN/JA,Military,Chap 172,Manga,Finished,"Shintani,Kaoru(Story&Art)","Jan1,1979toJan1,1986",7.48,1558
1195,1195,Area D - Inou Ryouiki,EN/FR/JA,"Action,Drama,Shounen",Chap 137,Manga,Finished,"Yang,Kyung-il,Nanatsuki,Kyoichi","Mar14,2012toJan20,2016",7.16,2424
1196,1196,Argate Online,EN/JA,"Action,Adventure,Fantasy",Chap 57,Manga,Publishing,"Touno,Tsumugu(Story),Rei","Jul4,2017to?",6.46,2116
1197,1197,ARGONAVIS from BanG Dream!,EN,SliceofLife,Chap 11.5,Manga,Publishing,,?,,87
1198,1198,Aria,EN/FR/JA,"Adventure,Comedy,Drama",Chap 60,Manga,Finished,"Amano,Kozue(Story&Art)","Feb28,2002toFeb29,2008",8.63,3252
1199,1199,Aria the Scarlet Ammo,EN/FR/JA,"Action,Comedy,Drama",Chap 121,Manga,Publishing,"Koyoka,Yoshino(Art),Akamatsu,Chuugaku","Sep26,2009to?",7.32,3521
